1486308992.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,8.70,29.00,0.00,0.00,101435.50,3.14,41.31,-72.93,44.50,7.00,50217.00,15362100.00,476850.00
1486311424.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,11.50,25.70,0.00,0.00,101372.75,2.35,41.31,-72.93,51.00,6.00,50217.00,16172100.00,453335.00
1486313984.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,11.80,24.90,0.00,0.00,101277.00,3.06,41.31,-72.93,6.30,8.00,50217.00,17003400.00,538385.00
1486316672.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,12.60,24.10,0.00,0.00,101138.00,2.78,41.31,-72.93,23.60,7.00,50217.00,17434600.00,532797.00
1486318976.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,12.90,23.80,0.00,0.00,101038.75,2.89,41.31,-72.93,60.70,6.00,50217.00,18234400.00,428106.00
1486322176.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,13.00,23.30,0.00,0.00,100938.25,1.60,41.31,-72.93,70.00,8.00,50217.00,19172000.00,819608.00
1486324864.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,13.30,22.90,0.00,0.00,100899.25,1.06,41.31,-72.93,41.70,8.00,50217.00,20003300.00,551515.00
1486327424.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,13.70,22.60,0.00,0.00,100868.50,1.02,41.31,-72.93,4.30,8.00,50217.00,20434600.00,519285.00
1486329856.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.70,21.70,0.00,0.00,100886.75,1.11,41.31,-72.93,11.80,6.00,50217.00,21240300.00,180406.00
1486333440.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,13.90,21.90,0.00,0.00,100921.50,0.09,41.31,-72.93,74.40,6.00,50217.00,22242600.00,340352.00
1486336000.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.30,21.60,0.00,0.00,100938.00,0.08,41.31,-72.93,29.60,7.00,50217.00,23073900.00,515696.00
1486338688.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.30,21.40,0.00,0.00,100961.50,0.09,41.31,-72.93,22.10,7.00,50217.00,23505200.00,513950.00
1486341504.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.00,21.40,0.00,0.00,101007.25,0.08,41.31,-72.93,96.50,7.00,60217.00,373300.00,401073.00
1486344192.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.20,21.20,0.00,0.00,101000.25,0.10,41.31,-72.93,73.60,6.00,60217.00,1222000.00,549709.00
1486346752.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.30,21.10,0.00,0.00,100980.50,0.10,41.31,-72.93,180.20,5.00,60217.00,2053200.00,539562.00
1486349312.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.50,20.90,0.00,0.00,100991.75,0.08,41.31,-72.93,52.00,8.00,60217.00,2484500.00,525320.00
1486352000.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.70,20.60,0.00,0.00,101017.50,0.08,41.31,-72.93,37.50,8.00,60217.00,3341400.00,331828.00
1486354688.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.20,21.50,0.00,0.00,101031.00,0.09,41.31,-72.93,52.00,8.00,60217.00,4190100.00,564818.00
1486357376.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.60,21.10,0.00,0.00,101043.00,0.08,41.31,-72.93,-2.40,9.00,60217.00,5021400.00,520454.00
1486359808.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.90,20.80,0.00,0.00,101083.00,0.10,41.31,-72.93,63.60,7.00,60217.00,5430900.00,431578.00
1486362368.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.30,21.40,0.00,0.00,101114.75,0.08,41.31,-72.93,53.00,5.00,60217.00,6264900.00,373482.00
1486365312.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.70,21.20,0.00,0.00,101204.75,0.08,41.31,-72.93,64.70,5.00,60217.00,7161300.00,685875.00
1486368000.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.90,20.80,0.00,0.00,101237.25,0.09,41.31,-72.93,81.80,7.00,60217.00,7592600.00,482614.00
1486370560.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,15.00,20.50,0.00,0.00,101321.25,0.10,41.31,-72.93,103.40,8.00,60217.00,8423900.00,487186.00
1486373120.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,15.60,20.40,0.00,0.00,101392.00,0.10,41.31,-72.93,27.00,4.00,60217.00,9251200.00,193509.00
1486375808.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,14.90,20.20,0.00,0.00,101403.75,0.10,41.31,-72.93,91.30,5.00,60217.00,10102400.00,551322.00
1486378368.00,-1.00,0.00,0.00,0.00,0.00,359.00,0.00,0.00,13.90,20.90,0.00,0.00,101552.25,0.10,41.31,-72.93,118.70,7.00,60217.00,10533700.00,577603.00
